stage,artifact,metric,canonical_value,reproduced_value,absolute_error,tolerance,match,notes
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.distance,0.0501705208895634,0.0501705208895634,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.margin,0.078469455894219,0.078469455894219,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.confidence,0.634451063648925,0.634451063648925,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.entropy,0.656175435865147,0.656175435865147,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.sample,wrong_closed_rate_05_r15,wrong_closed_rate_05_r15,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.distance,0.0870970411870406,0.0870970411870406,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.margin,0.0538766663002866,0.0538766663002866,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.confidence,0.465958815837291,0.465958815837291,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_115.entropy,0.82154107581594,0.82154107581594,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.sample,wrong_closed_rate_05_r16,wrong_closed_rate_05_r16,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.distance,0.0359998023249211,0.0359998023249211,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.margin,0.0914809821677257,0.0914809821677257,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.confidence,0.708358893349555,0.708358893349555,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_116.entropy,0.564781629830646,0.564781629830646,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.sample,wrong_closed_rate_05_r17,wrong_closed_rate_05_r17,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.distance,0.0715315764442393,0.0715315764442393,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.margin,0.071397930280597,0.071397930280597,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.confidence,0.579676277328294,0.579676277328294,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_117.entropy,0.717818750718997,0.717818750718997,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.sample,wrong_closed_rate_05_r18,wrong_closed_rate_05_r18,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.distance,0.0963534620266125,0.0963534620266125,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.margin,0.0489059219947989,0.0489059219947989,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.confidence,0.432542950799607,0.432542950799607,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_118.entropy,0.845244028340599,0.845244028340599,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.sample,wrong_closed_rate_05_r19,wrong_closed_rate_05_r19,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.distance,0.0996478345784862,0.0996478345784862,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.margin,0.0487738618651164,0.0487738618651164,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.confidence,0.422192029951311,0.422192029951311,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_119.entropy,0.852410783168299,0.852410783168299,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.sample,wrong_closed_rate_05_r20,wrong_closed_rate_05_r20,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.distance,0.0327630650757392,0.0327630650757392,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.margin,0.0949951352460483,0.0949951352460483,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.confidence,0.737658328633197,0.737658328633197,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_120.entropy,0.524549364263537,0.524549364263537,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.sample,wrong_closed_rate_10_r01,wrong_closed_rate_10_r01,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.prior_error_rate,10,10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.prior_error_applied,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.candidate_count,3,3,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.coverage,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.distance,0.139253374906321,0.139253374906321,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.margin,0.00879508336046839,0.00879508336046839,0E-17,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.confidence,0.456486602315464,0.456486602315464,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_121.entropy,0.959878699412137,0.959878699412137,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_122.sample,wrong_closed_rate_10_r02,wrong_closed_rate_10_r02,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_122.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_122.prior_error_rate,10,10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_122.prior_error_applied,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_122.candidate_count,3,3,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_122.coverage,0,0,0,0,true,ordered row and column comparison
