stage,artifact,metric,canonical_value,reproduced_value,absolute_error,tolerance,match,notes
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_3.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_3.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_3.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_3.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.sample,length_-20_load_+11.82_r04,length_-20_load_+11.82_r04,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.parameter_error,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.length_error_percent,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.load_error_percent,11.824252021734,11.824252021734,0E-12,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.distance,0.371311120601491,0.371311120601491,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.relative_distance,1.22830758098431,1.22830758098431,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.confidence,0.230592687061585,0.230592687061585,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.entropy,0.904970973155719,0.904970973155719,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_4.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.sample,length_-20_load_-07.57_r05,length_-20_load_-07.57_r05,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.parameter_error,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.length_error_percent,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.load_error_percent,-7.57428308337935,-7.57428308337935,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.distance,0.375074827419085,0.375074827419085,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.relative_distance,1.21841499448779,1.21841499448779,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.confidence,0.229508832465536,0.229508832465536,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.entropy,0.907187097152108,0.907187097152108,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_5.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.sample,length_-20_load_+15.23_r06,length_-20_load_+15.23_r06,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.parameter_error,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.length_error_percent,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.load_error_percent,15.2262762468951,15.2262762468951,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.distance,0.370410802767349,0.370410802767349,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.relative_distance,1.22681417221681,1.22681417221681,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.margin,0.000208558884217336,0.000208558884217336,0E-18,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.confidence,0.230838482383306,0.230838482383306,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.entropy,0.905505716029387,0.905505716029387,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_6.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.sample,length_-20_load_-18.00_r07,length_-20_load_-18.00_r07,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.parameter_error,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.length_error_percent,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.load_error_percent,-18.0024853574738,-18.0024853574738,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.distance,0.375392263738892,0.375392263738892,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.relative_distance,1.2178362024469,1.2178362024469,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.confidence,0.23025839530259,0.23025839530259,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.entropy,0.90711428768286,0.90711428768286,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_7.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.sample,length_-20_load_-01.12_r08,length_-20_load_-01.12_r08,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.parameter_error,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.length_error_percent,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.load_error_percent,-1.11800639509468,-1.11800639509468,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.distance,0.375144005864464,0.375144005864464,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.relative_distance,1.22612412088382,1.22612412088382,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.margin,5.55111512312578e-17,5.55111512312578e-17,0E-31,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.confidence,0.230564436411824,0.230564436411824,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.entropy,0.90627825074806,0.90627825074806,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_8.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.sample,length_-20_load_-11.07_r09,length_-20_load_-11.07_r09,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.parameter_error,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.length_error_percent,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.load_error_percent,-11.0712216323477,-11.0712216323477,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.distance,0.374484382728359,0.374484382728359,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.relative_distance,1.2199538414354,1.2199538414354,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.confidence,0.231021526641141,0.231021526641141,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.entropy,0.90588346834828,0.90588346834828,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_9.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.sample,length_-20_load_+14.65_r10,length_-20_load_+14.65_r10,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.parameter_error,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.length_error_percent,-20,-20,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.load_error_percent,14.6536457764998,14.6536457764998,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.distance,0.371485390227234,0.371485390227234,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.relative_distance,1.23274906966297,1.23274906966297,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.margin,2.79233565530501e-05,2.79233565530501e-05,0E-19,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.confidence,0.230739567183201,0.230739567183201,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.entropy,0.904713884630479,0.904713884630479,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_10.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.sample,length_-10_load_-06.19_r01,length_-10_load_-06.19_r01,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.load_error_percent,-6.18795677067348,-6.18795677067348,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.distance,0.36601789898164,0.36601789898164,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.relative_distance,1.20723127160166,1.20723127160166,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.confidence,0.238617549886975,0.238617549886975,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.entropy,0.896062818985974,0.896062818985974,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_11.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.sample,length_-10_load_+09.49_r02,length_-10_load_+09.49_r02,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.load_error_percent,9.49002570494446,9.49002570494446,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.distance,0.362861275108092,0.362861275108092,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.relative_distance,1.21989083163684,1.21989083163684,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.confidence,0.240297725138856,0.240297725138856,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.entropy,0.893034924762481,0.893034924762481,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_12.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.sample,length_-10_load_+02.12_r03,length_-10_load_+02.12_r03,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.load_error_percent,2.12017388638381,2.12017388638381,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.distance,0.36393421791522,0.36393421791522,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.relative_distance,1.21497508073013,1.21497508073013,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.margin,5.55111512312578e-17,5.55111512312578e-17,0E-31,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.confidence,0.239174954485973,0.239174954485973,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.entropy,0.895155872867446,0.895155872867446,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_13.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.sample,length_-10_load_-08.40_r04,length_-10_load_-08.40_r04,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.load_error_percent,-8.40097406960634,-8.40097406960634,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.distance,0.365036289526093,0.365036289526093,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.relative_distance,1.21348386335324,1.21348386335324,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.confidence,0.238645636835034,0.238645636835034,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.entropy,0.897288961612172,0.897288961612172,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_14.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.sample,length_-10_load_-07.54_r05,length_-10_load_-07.54_r05,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.load_error_percent,-7.54331744357669,-7.54331744357669,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.distance,0.363311326444833,0.363311326444833,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.relative_distance,1.2122192600166,1.2122192600166,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.margin,5.55111512312578e-17,5.55111512312578e-17,0E-31,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.confidence,0.239767627292627,0.239767627292627,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.entropy,0.895452009847026,0.895452009847026,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_15.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.sample,length_-10_load_+19.50_r06,length_-10_load_+19.50_r06,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.load_error_percent,19.499210252254,19.499210252254,0E-12,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.distance,0.360858265870661,0.360858265870661,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.relative_distance,1.21940262180834,1.21940262180834,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.margin,5.55111512312578e-17,5.55111512312578e-17,0E-31,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.confidence,0.23980143518481,0.23980143518481,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.entropy,0.894465449394978,0.894465449394978,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_16.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.sample,length_-10_load_+15.83_r07,length_-10_load_+15.83_r07,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.load_error_percent,15.8258781612457,15.8258781612457,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.distance,0.362218385415054,0.362218385415054,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.relative_distance,1.21514951694869,1.21514951694869,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.confidence,0.239385744452839,0.239385744452839,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.entropy,0.895188937142257,0.895188937142257,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_17.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.sample,length_-10_load_+02.97_r08,length_-10_load_+02.97_r08,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.load_error_percent,2.97479340076297,2.97479340076297,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.distance,0.364100301417107,0.364100301417107,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.relative_distance,1.2171881661081,1.2171881661081,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.margin,5.55111512312578e-17,5.55111512312578e-17,0E-31,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.confidence,0.239121159794332,0.239121159794332,0E-15,1E-12,true,ordered row and column comparison
