sample_index,h_sampled_real,h_sampled_imag
139,0.000175085977158915,5.6916423707842e-05
140,0.000101117950195912,-0.000437172768731599
141,0.000424271095168672,-0.000231155493474992
142,0.000448390359491999,-0.000618152856836286
143,0.00125645071245622,-0.000337556218890176
144,0.00149651984882489,0.000204982959581816
145,0.00146083805465078,0.00136122130273339
146,0.000251717449166639,0.0015240331553531
147,0.000178128734412608,0.00137679168285178
148,-0.000551298599716958,0.00136103949338355
149,-0.000513879280873969,0.000984888007145816
150,-0.00101444003022832,0.000954899607027823
151,-0.00086337135781541,0.000408592313698757
152,-0.00108060403855605,0.000518694833224001
153,-0.000996180011139031,-1.11620588582938e-05
154,-0.00108942498343883,0.000155224827342706
155,-0.00112921376523486,-0.000480559529675738
156,-0.000903558838244617,-0.000418304124538761
157,-0.000873421511011079,-0.000905674293737105
158,-0.000491812054978905,-0.000764049447817876
159,-0.000551219061225704,-0.001117320179035
160,-2.73071007779893e-05,-0.00101936020150246
161,-0.000117449530980045,-0.00118771194113462
162,0.000516953747769895,-0.00117161825299739
163,0.000552410053792093,-0.00109445650590559
164,0.00133074540140845,-0.000903516156486895
165,0.00124017982852002,-0.000122095880756755
166,0.00120025253754834,0.000202377906973267
167,0.000622505745174835,0.000562197100415968
168,0.000592705744311416,0.000269436673163426
169,0.000386264194578667,0.000547708886961622
170,0.000384618501979271,0.000246647292826486
171,0.000335793810964262,0.000607924993235136
172,0.000173534037733977,0.000338632595461142
173,0.000211984539835853,0.000632232271821535
174,-4.75485912101363e-05,0.000372033157150541
175,0.000120331371209253,0.000583414445572793
176,-0.000223816480219813,0.000443269689985117
177,-5.94903057472152e-05,0.000539529442678514
178,-0.00047617121428389,0.000427212131181473
179,-0.000263507160972103,0.000321814952562123
180,-0.000616436442697833,0.000276407462058563
181,-0.000376559118861136,2.52051859127192e-05
182,-0.00061404844271436,5.33417843292224e-05
183,-0.000348357588476222,-0.000319224791228169
184,-0.000329574602632875,-0.000194692760323183
185,9.46940697241368e-06,-0.000403345385189027
186,1.55165793711335e-07,0.000101670318035462
187,-0.000153983832443573,-0.000103951901867454
188,-0.000190673616641809,0.000114237213650463
189,-0.000338291951971677,-0.000235248138233066
190,-0.000157112933352206,-8.99589591104396e-05
191,-0.000316765013750099,-0.000349141408676151
192,-2.07181860930973e-05,-0.000244529623795918
193,-0.000219752650962726,-0.000371191002647176
194,0.000116343917666967,-0.000340389273713217
195,-9.55953771336796e-05,-0.000338739561696984
196,0.000237582453575712,-0.000396695296896761
197,5.97673326459699e-05,-0.000271960268179292
198,0.000353956541721628,-0.000392682820271375
199,0.000226276971127671,-0.000141853417426445
200,0.000408079251542205,-0.000305313000210802
201,0.000334300272415653,-1.41604529544368e-07
202,0.000404346130265218,-0.000214079069674911
203,0.00044659870704757,9.92309550977241e-05
204,0.000443917248691913,-8.47013349205892e-05
205,0.000603356687917802,0.000281147402933034
206,0.000447421274508639,0.000268054364952314
207,0.000489934832637511,0.000637216737714238
208,6.83376349557646e-05,0.000571396968284287
209,0.000128244143098446,0.000656786071809436
210,-0.000265488800049941,0.0005617607538276
211,-0.000125516508992846,0.000489565859385446
212,-0.000462009738863032,0.000456067161339476
213,-0.000292128767425436,0.000263791789318199
214,-0.000539182688685172,0.000311343634351294
215,-0.000388252136106183,4.03636709183374e-05
216,-0.000531522039185125,0.000155318815788881
217,-0.000431836229280081,-0.000161167766500676
218,-0.000460114689150643,-5.58029323131797e-06
219,-0.000429659135305183,-0.000333478895020754
220,-0.00033400218719932,-0.000174687283453341
221,-0.000364333270832669,-0.000469188126776228
222,-0.000152708260093431,-0.000330246050127302
223,-0.000229587781635965,-0.000548283688976316
224,8.06673109244142e-05,-0.000447739315622893
225,-4.34267319122651e-06,-0.000538415579871819
226,0.000366611758100211,-0.000431284747498256
227,0.00021943771928524,-0.000312094802910304
228,0.000464376290873917,-0.000243675083620978
229,0.000239279126741964,-8.15602772594139e-05
230,0.000427071017329332,-0.000156304560170989
231,0.000263405003022138,5.54060059919002e-05
232,0.000391606244701801,-8.00700670218798e-05
