sample_id,replicate_id,split,grid_id,scenario_id,method_id,method_family,decision,decision_reason,best_template_id,best_topology_id,best_equivalence_class,accepted_topology_set,baseline_P0_equivalence_class,baseline_P0_equivalence_class_size,prior_conditioned_equivalence_class_size,best_distance,second_distance,margin,rho,subband_max_stat,subband_quantile_stat,neighborhood_score,neighborhood_margin,stability_value,stability_threshold,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,configuration_hash,calibration_hash
final01_final_replication_test_cont_G007_01,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P066,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0774855361383395,0.0866394543354151,0.00915391819707567,0.894344692401551,NaN,NaN,0.0780133899324644,0.00908207038496006,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_02,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P062,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.102630844831737,0.11213288199517,0.00950203716343334,0.915260920835354,NaN,NaN,0.103541033988375,0.00903097266656283,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_03,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P134,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0419804666216037,0.0576004983051324,0.0156200316835287,0.728821240373441,NaN,NaN,0.0425335660236979,0.0156722071380606,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_04,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P141,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0388608109132105,0.0599507277471945,0.0210899168339841,0.64821249670953,NaN,NaN,0.0394858664422559,0.0211894125349066,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_05,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G004_P017,G004,"{G004,G007}","","{G004,G007}",2,2,0.115968908467027,0.121903640129742,0.00593473166271562,0.951316206330257,NaN,NaN,0.116579376456732,0.0062545022448373,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_06,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G004_P020,G004,"{G004,G007}","","{G004,G007}",2,2,0.137056722158566,0.140396799710215,0.00334007755164906,0.976209731564257,NaN,NaN,0.137832209970004,0.00359452047560563,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G007_01,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P122,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.0437102876113933,0.0437102876113933,0,NaN,NaN,0.00696206392269661,0.0373601826510218,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G007_02,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P122,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.0437102876113933,0.0437102876113933,0,NaN,NaN,0.00696206392269661,0.0373601826510218,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_01,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P025,G006,"{G006}","","{G006}",1,1,0.108707710711131,0.112120341880726,0.00341263116959503,0.969562783047924,NaN,NaN,0.109767448784568,0.00347575079322977,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_02,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P017,G003,"{G003}","G003","{G003}",1,1,0.0715659455265908,0.0905960195743326,0.0190300740477418,0.789945804043655,NaN,NaN,0.0733346240196476,0.0183745147323719,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_03,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P074,G006,"{G006}","G006","{G006}",1,1,0.0580508354622124,0.0681850187819469,0.0101341833197345,0.851372288200219,NaN,NaN,0.0584785505032643,0.0104510075166191,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_04,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P078,G006,"{G006}","","{G006}",1,1,0.0857432558411189,0.0920812121019779,0.00633795626085898,0.93116993013981,NaN,NaN,0.086161306416427,0.00649047995309836,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_05,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P024,G003,"{G003}","G003","{G003}",1,1,0.114550759281511,0.122268999059335,0.00771823977782499,0.936874924648591,NaN,NaN,0.116420393882568,0.00655138020605493,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_06,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P074,G006,"{G006}","","{G006}",1,1,0.0926482133471754,0.0994979025776336,0.0068496892304581,0.931157451022198,NaN,NaN,0.0934312439190386,0.00692822698838115,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_07,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P020,G006,"{G006}","","{G006}",1,1,0.149116852210366,0.152407079836425,0.00329022762605929,0.978411582778379,NaN,NaN,0.149629011637656,0.00329757125838889,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_08,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P020,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.168762838990758,0.180290688244565,0.0115278492538076,0.936059652514576,NaN,NaN,0.169385327552348,0.0121040581042237,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_09,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P243,G006,"{G006}","","{G006}",1,1,0.0642096680359163,0.0688293363424975,0.00461966830658116,0.932882277339906,NaN,NaN,0.0649957590673985,0.0048054404415456,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_10,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P077,G006,"{G006}","G006","{G006}",1,1,0.0737223594354513,0.0828320793603607,0.00910971992490943,0.890021836996659,NaN,NaN,0.074303330870327,0.00908196852153989,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_11,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G003_P022,G003,"{G003}","","{G003}",1,1,0.120934082392123,0.12479041497874,0.00385633258661706,0.969097525733502,NaN,NaN,0.123279170684563,0.00252203617324849,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_12,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P074,G006,"{G006}","","{G006}",1,1,0.116785259630678,0.121481629778625,0.00469637014794734,0.9613409026742,NaN,NaN,0.117539244603064,0.00467874111151605,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_13,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P075,G006,"{G006}","","{G006}",1,1,0.140178558713936,0.144802319178392,0.00462376046445598,0.968068464015913,NaN,NaN,0.140740182964918,0.00472194629587291,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_14,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P024,G003,"{G003}","G003","{G003}",1,1,0.0747309327474786,0.0960866161934354,0.0213556834459568,0.777745493672681,NaN,NaN,0.0768721671086299,0.0200977598051914,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_15,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P078,G006,"{G006}","G006","{G006}",1,1,0.0503721661934895,0.0609741122806475,0.010601946087158,0.826123814001814,NaN,NaN,0.0508478094995971,0.0109415798564062,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_16,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P077,G006,"{G006}","G006","{G006}",1,1,0.0839054896882465,0.0919147078242391,0.00800921813599263,0.912862496911584,NaN,NaN,0.0842640849746341,0.00827773997286482,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_17,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P023,G003,"{G003}","G003","{G003}",1,1,0.0600246322505976,0.0965201132347643,0.0364954809841667,0.62188729621544,NaN,NaN,0.0614300189692447,0.03606059011789,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_18,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P077,G006,"{G006}","","{G006}",1,1,0.0892453351186039,0.0941705226046117,0.00492518748600777,0.947699265643512,NaN,NaN,0.0900981521841376,0.00494339465892649,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_19,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P160,G006,"{G006}","G006","{G006}",1,1,0.076051465930661,0.0875981365208607,0.0115466705901997,0.868185887854839,NaN,NaN,0.0766524045433183,0.011568099917743,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_20,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P025,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.167924841748411,0.17772368092233,0.00979883917391922,0.944864752271553,NaN,NaN,0.168467509863095,0.0103520762882608,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_01,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P026,G004,"{G004,G007}","","{G004,G007}",2,2,0.434004317810855,0.435537820427636,0.00153350261678076,0.996479059806399,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_02,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G002_P020,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.19198894439496,0.212273224057593,0.0202842796626336,0.904442589245101,NaN,NaN,0.193978335617665,0.0187928566922964,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_03,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P020,G003,"{G003}","G003","{G003}",1,1,0.191329341062061,0.202939342309259,0.0116100012471979,0.942790781146574,NaN,NaN,0.191732181379625,0.0116085782529683,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_04,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G007_P056,G007,"{G004,G007}","","{G004,G007}",2,2,0.133820403585317,0.139539822591067,0.00571941900575029,0.959012281221895,NaN,NaN,0.134439056813714,0.00534528092046604,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_05,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G004_P026,G004,"{G004,G007}","","{G004,G007}",2,2,0.140622856738586,0.142239405111321,0.00161654837273534,0.988635017332512,NaN,NaN,0.14305165665262,0.00162226654681585,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_06,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.204082553475587,0.204644588128862,0.000562034653275201,0.997253606071818,NaN,NaN,0.206905965238595,0.000787466543842597,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_07,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.264452300180332,0.267100393799025,0.00264809361869239,0.990085774183939,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_08,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G001_P001,G001,"{G001}","G001","{G001}",1,1,0.134018934421454,0.196624602750882,0.0626056683294275,0.681597992040554,NaN,NaN,0.134018934421454,0.0638770859692198,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_09,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G002_P025,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.119735563261,0.143324755103298,0.0235891918422983,0.835414392816284,NaN,NaN,0.121613616979719,0.02229397349565,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_10,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_model_mismatch,best full-band residual exceeds calibration threshold,G003_P059,G003,"{G003}","","{G003}",1,1,0.20600855716769,0.22215385493047,0.0161452977627795,0.927323801026275,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_11,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P025,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0921549187601213,0.0996980161803811,0.00754309742025976,0.924340546480518,NaN,NaN,0.0953513201508674,0.00778533239968519,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_12,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.248536884823174,0.250555320915157,0.00201843609198282,0.991944149956176,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_parameter_out_13,final01,final_replication_test,A_stage4a1_quick61,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.277352680676578,0.277830934242544,0.000478253565966202,0.998278616568496,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
