scenario,scheme,stage,library,truth_group,n,truth_in_library_n,truth_set_covered_k,truth_set_coverage,coverage_low95,coverage_high95,mean_set_size,correct_unique_k,correct_unique_rate,correct_unique_low95,correct_unique_high95,false_unique_k,false_unique_rate,false_unique_low95,false_unique_high95,unique_k,ambiguous_k,low_confidence_k,rejected_k,nonempty_set_k,nonempty_set_rate,measurement_count,receiver_port_count,changes_termination
T_load_drift,A1_Zin_100,A1,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,48,0.96,1,1,1
T_load_drift,A1_Zin_100,A1,original_three,ALL,200,150,145,0.966666666666667,0.924348203821221,0.985679568101907,0.725,142,0.71,0.643625218992227,0.768459743929321,0,0,0,0.0188453263772665,142,0,0,58,145,0.725,1,1,1
T_load_drift,A1_Zin_100,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_load_drift,A1_Zin_100,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,49,0.98,1,1,1
T_load_drift,A1_Zin_100,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_load_drift,A1_Zin_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_load_drift,A1_H_Zin_100,A1,diagnostic_pair,ALL,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,97,0.97,1,1,1
T_load_drift,A1_H_Zin_100,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_load_drift,A1_H_Zin_100,A1,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,48,0.96,1,1,1
T_load_drift,A1_H_Zin_100,A1,original_three,ALL,200,150,145,0.966666666666667,0.924348203821221,0.985679568101907,0.725,142,0.71,0.643625218992227,0.768459743929321,0,0,0,0.0188453263772665,142,0,0,58,145,0.725,1,1,1
T_load_drift,A1_H_Zin_100,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_load_drift,A1_H_Zin_100,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,49,0.98,1,1,1
T_load_drift,A1_H_Zin_100,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_load_drift,A1_H_Zin_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_load_drift,A1_H_200,A1,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,1.73,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,77,19,4,96,0.96,1,1,1
T_load_drift,A1_H_200,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.64,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,34,14,2,48,0.96,1,1,1
T_load_drift,A1_H_200,A1,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,1.82,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,43,5,2,48,0.96,1,1,1
T_load_drift,A1_H_200,A1,original_three,ALL,200,150,144,0.96,0.915486535783444,0.981540839397926,1.345,29,0.145,0.102893506420044,0.200486675307815,0,0,0,0.0188453263772665,29,82,75,14,187,0.935,1,1,1
T_load_drift,A1_H_200,A1,original_three,G001,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,29,0.58,0.442334417685783,0.70624996645288,0,0,0,0.0713475991333584,29,0,16,5,46,0.92,1,1,1
T_load_drift,A1_H_200,A1,original_three,G002,50,50,50,1,0.928652400866641,1,1.42,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,21,29,0,50,1,1,1,1
T_load_drift,A1_H_200,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.54,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,29,19,2,48,0.96,1,1,1
T_load_drift,A1_H_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,1.5,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,32,11,7,43,0.86,1,1,1
T_load_drift,A1_Zin_200,A1,diagnostic_pair,ALL,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,97,0.97,0.915480635709472,0.989745475975961,0,0,0,0.0369934982069855,97,0,0,3,97,0.97,1,1,1
T_load_drift,A1_Zin_200,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_load_drift,A1_Zin_200,A1,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_load_drift,A1_Zin_200,A1,original_three,ALL,200,150,146,0.973333333333333,0.933446109487856,0.989582059177032,0.73,142,0.71,0.643625218992227,0.768459743929321,0,0,0,0.0188453263772665,142,0,0,58,146,0.73,1,1,1
T_load_drift,A1_Zin_200,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_load_drift,A1_Zin_200,A1,original_three,G002,50,50,50,1,0.928652400866641,1,1,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,50,1,1,1,1
T_load_drift,A1_Zin_200,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_load_drift,A1_Zin_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_load_drift,A1_H_Zin_200,A1,diagnostic_pair,ALL,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,97,0.97,0.915480635709472,0.989745475975961,0,0,0,0.0369934982069855,97,0,0,3,97,0.97,1,1,1
T_load_drift,A1_H_Zin_200,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_load_drift,A1_H_Zin_200,A1,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_load_drift,A1_H_Zin_200,A1,original_three,ALL,200,150,146,0.973333333333333,0.933446109487856,0.989582059177032,0.73,142,0.71,0.643625218992227,0.768459743929321,0,0,0,0.0188453263772665,142,0,0,58,146,0.73,1,1,1
T_load_drift,A1_H_Zin_200,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_load_drift,A1_H_Zin_200,A1,original_three,G002,50,50,50,1,0.928652400866641,1,1,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,50,1,1,1,1
T_load_drift,A1_H_Zin_200,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_load_drift,A1_H_Zin_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_load_drift,B_H50_repeat,B,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,1.91,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,95,1,4,96,0.96,2,1,0
T_load_drift,B_H50_repeat,B,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.9,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,47,1,2,48,0.96,2,1,0
T_load_drift,B_H50_repeat,B,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,1.92,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,48,0,2,48,0.96,2,1,0
T_load_drift,B_H50_repeat,B,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,0.96,36,0.18,0.132946258594202,0.239114750287249,1,0.005,0.00088316871560098,0.0277737043978929,37,1,152,10,191,0.955,2,1,0
T_load_drift,B_H50_repeat,B,original_three,G001,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,30,0.6,0.461814377475894,0.723916102697434,0,0,0,0.0713475991333584,30,0,15,5,46,0.92,2,1,0
T_load_drift,B_H50_repeat,B,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,3,0.06,0.020614970348974,0.162170916888381,0,0,0,0.0713475991333584,3,0,46,1,49,0.98,2,1,0
T_load_drift,B_H50_repeat,B,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,3,0.06,0.020614970348974,0.162170916888381,0,0,0,0.0713475991333584,3,0,45,2,48,0.96,2,1,0
T_load_drift,B_H50_repeat,B,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.98,0,0,0,0.0713475991333584,1,0.02,0.00353925927164624,0.104954435896378,1,1,46,2,48,0.96,2,1,0
T_load_drift,B_H50_Hsecond,B,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,1.87,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,91,5,4,96,0.96,2,1,1
T_load_drift,B_H50_Hsecond,B,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.82,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,43,5,2,48,0.96,2,1,1
T_load_drift,B_H50_Hsecond,B,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,1.92,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,48,0,2,48,0.96,2,1,1
T_load_drift,B_H50_Hsecond,B,original_three,ALL,200,150,141,0.94,0.889910229165298,0.968115955790795,1.09,30,0.15,0.10713593562242,0.206055792841667,0,0,0,0.0188453263772665,30,29,129,12,189,0.945,2,1,1
T_load_drift,B_H50_Hsecond,B,original_three,G001,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,30,0.6,0.461814377475894,0.723916102697434,0,0,0,0.0713475991333584,30,0,15,5,46,0.92,2,1,1
T_load_drift,B_H50_Hsecond,B,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,47,3,47,0.94,2,1,1
T_load_drift,B_H50_Hsecond,B,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.24,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,14,34,2,48,0.96,2,1,1
T_load_drift,B_H50_Hsecond,B,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,1.26,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,15,33,2,48,0.96,2,1,1
T_load_drift,C_Hendpoint_loaded,C,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,1.92,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,95,0,5,97,0.97,1,2,0
T_load_drift,C_Hendpoint_loaded,C,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.9,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,47,0,3,48,0.96,1,2,0
T_load_drift,C_Hendpoint_loaded,C,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,1.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,48,0,2,49,0.98,1,2,0
T_load_drift,C_Hendpoint_loaded,C,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,0.96,36,0.18,0.132946258594202,0.239114750287249,2,0.01,0.00274665813354444,0.0357217617161767,38,0,151,11,192,0.96,1,2,0
T_load_drift,C_Hendpoint_loaded,C,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,31,0.62,0.48150446930993,0.741372106898064,0,0,0,0.0713475991333584,31,0,13,6,47,0.94,1,2,0
T_load_drift,C_Hendpoint_loaded,C,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,2,0.04,0.0110388843276198,0.13460090687507,0,0,0,0.0713475991333584,2,0,46,2,48,0.96,1,2,0
T_load_drift,C_Hendpoint_loaded,C,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,3,0.06,0.020614970348974,0.162170916888381,0,0,0,0.0713475991333584,3,0,45,2,48,0.96,1,2,0
T_load_drift,C_Hendpoint_loaded,C,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.98,0,0,0,0.0713475991333584,2,0.04,0.0110388843276198,0.13460090687507,2,0,47,1,49,0.98,1,2,0
T_load_drift,C_Hnode,C,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,96,0.96,1,2,0
T_load_drift,C_Hnode,C,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,2,0
T_load_drift,C_Hnode,C,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,48,0.96,1,2,0
T_load_drift,C_Hnode,C,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,0.715,31,0.155,0.111396369276893,0.211606905923421,0,0,0,0.0188453263772665,31,0,110,59,143,0.715,1,2,0
T_load_drift,C_Hnode,C,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,31,0.62,0.48150446930993,0.741372106898064,0,0,0,0.0713475991333584,31,0,14,5,47,0.94,1,2,0
T_load_drift,C_Hnode,C,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,48,2,48,0.96,1,2,0
T_load_drift,C_Hnode,C,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,48,2,48,0.96,1,2,0
T_load_drift,C_Hnode,C,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,diagnostic_pair,ALL,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,69,0.69,0.593739442805106,0.772203027876239,0,0,0,0.0369934982069855,69,0,28,3,97,0.97,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,40,0.8,0.669628940677746,0.887562499842239,0,0,0,0.0713475991333584,40,0,9,1,49,0.98,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,29,0.58,0.442334417685783,0.70624996645288,0,0,0,0.0713475991333584,29,0,19,2,48,0.96,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,0.715,31,0.155,0.111396369276893,0.211606905923421,0,0,0,0.0188453263772665,31,0,110,59,143,0.715,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,31,0.62,0.48150446930993,0.741372106898064,0,0,0,0.0713475991333584,31,0,14,5,47,0.94,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,47,3,47,0.94,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,49,1,49,0.98,1,2,0
T_load_drift,C_Hendpoint_Hnode,C,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,2,0
T_node_port_error,A0_H50,A0,diagnostic_pair,ALL,100,100,94,0.94,0.875231845541041,0.972213876036812,1.88,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,93,2,5,95,0.95,1,1,0
T_node_port_error,A0_H50,A0,diagnostic_pair,G003,50,50,45,0.9,0.786397685625204,0.95652423506811,1.78,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,44,1,5,45,0.9,1,1,0
T_node_port_error,A0_H50,A0,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,1.98,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,49,1,0,50,1,1,1,0
T_node_port_error,A0_H50,A0,original_three,ALL,200,150,139,0.926666666666667,0.87346420663296,0.958561184839615,0.955,30,0.15,0.10713593562242,0.206055792841667,3,0.015,0.00511423779325832,0.0431657287926902,33,2,146,19,189,0.945,1,1,0
T_node_port_error,A0_H50,A0,original_three,G001,50,50,45,0.9,0.786397685625204,0.95652423506811,0.9,26,0.52,0.385117448900446,0.652028647134219,0,0,0,0.0713475991333584,26,0,11,13,45,0.9,1,1,0
T_node_port_error,A0_H50,A0,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,2,0.04,0.0110388843276198,0.13460090687507,0,0,0,0.0713475991333584,2,0,47,1,49,0.98,1,1,0
T_node_port_error,A0_H50,A0,original_three,G003,50,50,45,0.9,0.786397685625204,0.95652423506811,0.9,2,0.04,0.0110388843276198,0.13460090687507,0,0,0,0.0713475991333584,2,0,43,5,45,0.9,1,1,0
T_node_port_error,A0_H50,A0,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,1.04,0,0,0,0.0713475991333584,3,0.06,0.020614970348974,0.162170916888381,3,2,45,0,50,1,1,1,0
T_node_port_error,A0_Zin50,A0,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,0
T_node_port_error,A0_Zin50,A0,diagnostic_pair,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,0
T_node_port_error,A0_Zin50,A0,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,0
T_node_port_error,A0_Zin50,A0,original_three,ALL,200,150,138,0.92,0.865378636249469,0.953646358481347,0.69,130,0.65,0.581634643360401,0.712711758726419,0,0,0,0.0188453263772665,130,0,0,70,138,0.69,1,1,0
T_node_port_error,A0_Zin50,A0,original_three,G001,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,38,0.76,0.625873162420571,0.857026086030083,0,0,0,0.0713475991333584,38,0,0,12,46,0.92,1,1,0
T_node_port_error,A0_Zin50,A0,original_three,G002,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,0
T_node_port_error,A0_Zin50,A0,original_three,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,0
T_node_port_error,A0_Zin50,A0,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,0
T_node_port_error,A0_H50_Zin50,A0,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,0
T_node_port_error,A0_H50_Zin50,A0,diagnostic_pair,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,0
T_node_port_error,A0_H50_Zin50,A0,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,0
T_node_port_error,A0_H50_Zin50,A0,original_three,ALL,200,150,138,0.92,0.865378636249469,0.953646358481347,0.69,130,0.65,0.581634643360401,0.712711758726419,0,0,0,0.0188453263772665,130,0,0,70,138,0.69,1,1,0
T_node_port_error,A0_H50_Zin50,A0,original_three,G001,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,38,0.76,0.625873162420571,0.857026086030083,0,0,0,0.0713475991333584,38,0,0,12,46,0.92,1,1,0
T_node_port_error,A0_H50_Zin50,A0,original_three,G002,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,0
T_node_port_error,A0_H50_Zin50,A0,original_three,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,0
T_node_port_error,A0_H50_Zin50,A0,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,0
T_node_port_error,A1_H_12p5,A1,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,1.88,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,93,2,5,95,0.95,1,1,1
T_node_port_error,A1_H_12p5,A1,diagnostic_pair,G003,50,50,45,0.9,0.786397685625204,0.95652423506811,1.76,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,43,2,5,45,0.9,1,1,1
T_node_port_error,A1_H_12p5,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,2,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,50,0,0,50,1,1,1,1
T_node_port_error,A1_H_12p5,A1,original_three,ALL,200,150,140,0.933333333333333,0.881637644883941,0.963388143330393,0.95,51,0.255,0.199604951720314,0.319629258204547,10,0.05,0.027382645600764,0.0895781481387759,61,0,120,19,190,0.95,1,1,1
T_node_port_error,A1_H_12p5,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,27,0.54,0.403988713991575,0.670303478077756,0,0,0,0.0713475991333584,27,0,12,11,48,0.96,1,1,1
T_node_port_error,A1_H_12p5,A1,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,10,0.2,0.112437500157761,0.330371059322254,0,0,0,0.0713475991333584,10,0,37,3,47,0.94,1,1,1
T_node_port_error,A1_H_12p5,A1,original_three,G003,50,50,45,0.9,0.786397685625204,0.95652423506811,0.9,14,0.28,0.174741706659112,0.416651236959565,0,0,0,0.0713475991333584,14,0,31,5,45,0.9,1,1,1
T_node_port_error,A1_H_12p5,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,1,0,0,0,0.0713475991333584,10,0.2,0.112437500157761,0.330371059322254,10,0,40,0,50,1,1,1,1
T_node_port_error,A1_Zin_12p5,A1,diagnostic_pair,ALL,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,97,0.97,1,1,1
T_node_port_error,A1_Zin_12p5,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,48,0.96,1,1,1
T_node_port_error,A1_Zin_12p5,A1,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_node_port_error,A1_Zin_12p5,A1,original_three,ALL,200,150,137,0.913333333333333,0.857371776263781,0.948652821725276,0.685,132,0.66,0.591884955268363,0.722084540290912,0,0,0,0.0188453263772665,132,0,0,68,137,0.685,1,1,1
T_node_port_error,A1_Zin_12p5,A1,original_three,G001,50,50,44,0.88,0.76195182616797,0.943823998490677,0.88,39,0.78,0.647584504187464,0.872460840297856,0,0,0,0.0713475991333584,39,0,0,11,44,0.88,1,1,1
T_node_port_error,A1_Zin_12p5,A1,original_three,G002,50,50,45,0.9,0.786397685625204,0.95652423506811,0.9,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,45,0.9,1,1,1
T_node_port_error,A1_Zin_12p5,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_node_port_error,A1_Zin_12p5,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_node_port_error,A1_H_Zin_12p5,A1,diagnostic_pair,ALL,100,100,97,0.97,0.915480635709472,0.989745475975961,0.97,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,97,0.97,1,1,1
T_node_port_error,A1_H_Zin_12p5,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,48,0.96,1,1,1
